person_id,family_name,first_name,name_lang,sex,rustication,rustication_start,rustication_end,place_of_rust,birthyear,deathyear,alt_name,alt_name_lang,place_of_birth,social_position,narrative_age,neibu_access,source_1,page_1,source_2,page_2,fictionality,narrative_status,commentary,note,created,created_by,last_modified,last_modified_by
P0203,Hu,Xiaoshui,en,unknown,yes,1968,unknown,PL0111,1952,,NULL,NULL,PL0999,,,,SS00144,ONLINE SOURCE,,,,,,,2018-01-04,MG,2018-11-13,MG
P0203,胡,小水,zh,unknown,yes,1968,unknown,PL0111,1952,,NULL,NULL,PL0999,,,,SS00144,ONLINE SOURCE,,,,,,,2018-01-04,MG,2018-11-13,MG
P0204,Han,Shuguan,en,unknown,unknown,NULL,NULL,NULL,,,NULL,NULL,,,,,SS00116,ONLINE SOURCE,,,,,,,2018-01-04,MG,2018-02-07,WH
P0204,韩,曙光,zh,unknown,unknown,NULL,NULL,NULL,,,NULL,NULL,,,,,SS00116,ONLINE SOURCE,,,,,,,2018-01-04,MG,2018-02-07,WH
P0205,Tu,Xiaolei,en,male,unknown,NULL,NULL,NULL,1948,,NULL,NULL,PL0112,,,,SS00116,ONLINE SOURCE,http://www.wengewang.org/read.php?tid=12318,,,,He was a member from anti revolution Lin Biao-Jiang Qing group.,,2018-01-04,MG,2018-02-06,WH
P0205,涂,晓雷,zh,male,unknown,NULL,NULL,NULL,1948,,NULL,NULL,PL0112,,,,SS00116,ONLINE SOURCE,http://www.wengewang.org/read.php?tid=12318,,,,He was a member from anti revolution Lin Biao-Jiang Qing group.,,2018-01-04,MG,2018-02-06,WH
P0206,Deng,Wuwen,en,male,yes,unknown,unknown,PL0056,1952,,NULL,NULL,PL0999,,,,SS00145,ONLINE SOURCE,,,,,,,2018-01-04,MG,2018-11-13,MG
P0206,邓,伍文,zh,male,yes,unknown,unknown,PL0056,1952,,NULL,NULL,PL0999,,,,SS00145,ONLINE SOURCE,,,,,,,2018-01-04,MG,2018-11-13,MG
P0207,Ma,Wenwei,en,unknown,yes,unknown,unknown,PL0111,1940,,NULL,NULL,PL0999,,,,SS00145,ONLINE SOURCE,SS00245,ONLINE SOURCE,,,,,2018-01-04,MG,2018-11-13,MG
P0207,马,文蔚,zh,unknown,yes,unknown,unknown,PL0111,1940,,NULL,NULL,PL0999,,,,SS00145,ONLINE SOURCE,SS00245,ONLINE SOURCE,,,,,2018-01-04,MG,2018-11-13,MG
P0208,Rao,Ruinong,en,unknown,no,NULL,NULL,NULL,1944,,NULL,NULL,PL0999,,,,SS00146,ONLINE SOURCE,,,,,,,2018-01-04,MG,2018-11-13,MG
P0208,饶,瑞农,zh,unknown,no,NULL,NULL,NULL,1944,,NULL,NULL,PL0999,,,,SS00146,ONLINE SOURCE,,,,,,,2018-01-04,MG,2018-11-13,MG
P0209,Liao,Zhenlü,en,male,no,NULL,NULL,NULL,1935,,NULL,NULL,PL0198,,,,SS00147,ONLINE SOURCE,http://www.difangwenge.org/read.php?tid=5185,ONLINE SOURCE,,,,,2018-01-04,MG,2018-03-13,WH
P0209,廖,振旅,zh,male,no,NULL,NULL,NULL,1935,,NULL,NULL,PL0198,,,,SS00147,ONLINE SOURCE,http://www.difangwenge.org/read.php?tid=5185,ONLINE SOURCE,,,,,2018-01-04,MG,2018-03-13,WH
P0210,Li,Zhengquan,en,male,yes,1969,1971,PL0149,1950,,NULL,NULL,PL0012,,,,SS00148,ONLINE SOURCE,https://baike.baidu.com/item/%E6%9D%8E%E6%AD%A3%E6%9D%83/3303589,ONLINE SOURCE,,,,,2018-01-04,MG,2018-10-25,DP
P0210,李,正权,zh,male,yes,1969,1971,PL0149,1950,,NULL,NULL,PL0012,,,,SS00148,ONLINE SOURCE,https://baike.baidu.com/item/%E6%9D%8E%E6%AD%A3%E6%9D%83/3303589,ONLINE SOURCE,,,,,2018-01-04,MG,2018-10-25,DP
P0211,Li,Qian,en,male,no,NULL,NULL,NULL,1949,,NULL,NULL,PL0113,unknown,,unknown,http://mjlsh.usc.cuhk.edu.hk/book.aspx?cid=2&tid=1167&pid=4643,,,,,,,he spent the time from 1967 to 1985 in prison for crimes which he allegedly commited during the first year of CR,2018-01-03,OS,2018-01-03,OS
P0211,李,乾,zh,male,no,NULL,NULL,NULL,1949,,NULL,NULL,PL0113,unknown,,unknown,http://mjlsh.usc.cuhk.edu.hk/book.aspx?cid=2&tid=1167&pid=4643,,,,,,,he spent the time from 1967 to 1985 in prison for crimes which he allegedly commited during the first year of CR,2018-01-03,OS,2018-01-03,OS
P0212,He,Zhaowu,en,male,NULL,NULL,NULL,NULL,1921,,,,PL0002,,,,https://baike.baidu.com/item/%E4%BD%95%E5%85%86%E6%AD%A6,,,,,,,,2018-01-05,MG,2018-02-07,WH
P0212,何,兆武,zh,male,NULL,NULL,NULL,NULL,1921,,,,PL0002,,,,https://baike.baidu.com/item/%E4%BD%95%E5%85%86%E6%AD%A6,,,,,,,,2018-01-05,MG,2018-02-07,WH
P0213,Chi,Zehou,en,male,no,NULL,NULL,NULL,1931,,,,PL0011,,,,https://baike.baidu.com/item/%E8%BF%9F%E6%B3%BD%E5%8E%9A,,,,,,,,2018-01-05,MG,2018-02-07,WH
P0213,迟,泽厚,zh,male,no,NULL,NULL,NULL,1931,,,,PL0011,,,,https://baike.baidu.com/item/%E8%BF%9F%E6%B3%BD%E5%8E%9A,,,,,,,,2018-01-05,MG,2018-02-07,WH
P0214,Tang,Shaojie,en,male,yes,1976,[1977..1978],PL0999,1959,,,,PL0153,,,,https://baike.baidu.com/item/%E5%94%90%E5%B0%91%E6%9D%B0,,,,,,,,2018-01-05,MG,2018-11-13,MG
P0214,唐,少杰,zh,male,yes,1976,[1977..1978],PL0999,1959,,,,PL0153,,,,https://baike.baidu.com/item/%E5%94%90%E5%B0%91%E6%9D%B0,,,,,,,,2018-01-05,MG,2018-11-13,MG
P0215,Cai,Xiang,en,male,yes,1970,[1970..1980],PL0150,1953,,NULL,NULL,PL0003,,,,https://baike.baidu.com/item/%E8%94%A1%E7%BF%94/3300403,,,,,,,,2018-01-12,MG,2018-02-06,WH
P0215,蔡,翔,zh,male,yes,1970,[1970..1980],PL0150,1953,,NULL,NULL,PL0003,,,,https://baike.baidu.com/item/%E8%94%A1%E7%BF%94/3300403,,,,,,,,2018-01-12,MG,2018-02-06,WH
P0216,Deng,Gang,en,male,unknown,NULL,NULL,NULL,1945,,Ma Quanli,en,PL0147,,,,https://paper-republic.org/authors/deng-gang/,,https://baike.baidu.com/item/%E9%82%93%E5%88%9A/37756,,,,,,2018-01-12,MG,2018-03-13,WH
P0216,邓,刚,zh,male,unknown,NULL,NULL,NULL,1945,,马全理,zh,PL0147,,,,https://paper-republic.org/authors/deng-gang/,,https://baike.baidu.com/item/%E9%82%93%E5%88%9A/37756,,,,,,2018-01-12,MG,2018-03-13,WH
P0217,Wang,Xiaoni,en,female,yes,1969,1977,PL0151,1955,,NULL,NULL,PL0093,,,unknown,https://en.wikipedia.org/wiki/Wang_Xiaoni,,http://culture.people.com.cn/n/2012/1130/c172318-19753645.html,,,,She went in the countryside in 1969-1974 with her parents.,,2018-01-12,MG,2018-02-06,WH
P0217,王,小妮,zh,female,yes,1969,1977,PL0151,1955,,NULL,NULL,PL0093,,,unknown,https://en.wikipedia.org/wiki/Wang_Xiaoni,,http://culture.people.com.cn/n/2012/1130/c172318-19753645.html,,,,She went in the countryside in 1969-1974 with her parents.,,2018-01-12,MG,2018-02-06,WH
P0218,Tang,Xiaodu,en,male,yes,1968,1971,PL0999,1954,,NULL,NULL,PL0116,,,unknown,http://thescriptroad.org/guest/tang-xiaodu/,,https://baike.baidu.com/item/%E5%94%90%E6%99%93%E6%B8%A1,,,,He was 6 years worker after 1971.,,2018-01-12,MG,2018-11-13,MG
P0218,唐,晓渡,zh,male,yes,1968,1971,PL0999,1954,,NULL,NULL,PL0116,,,unknown,http://thescriptroad.org/guest/tang-xiaodu/,,https://baike.baidu.com/item/%E5%94%90%E6%99%93%E6%B8%A1,,,,He was 6 years worker after 1971.,,2018-01-12,MG,2018-11-13,MG
P0219,Tang,Xiaofeng,en,male,yes,1968,1972,PL0111,1948,,NULL,NULL,PL0146,,,,https://baike.baidu.com/item/%E5%94%90%E6%99%93%E5%B3%B0/13871560,ONLINE Source,,,,,,,2018-01-25,OS,2018-01-25,OS
P0219,唐,晓峰,zh,male,yes,1968,1972,PL0111,1948,,NULL,NULL,PL0146,,,,https://baike.baidu.com/item/%E5%94%90%E6%99%93%E5%B3%B0/13871560,ONLINE Source,,,,,,,2018-01-25,OS,2018-01-25,OS
P0220,Qian,Dachuan,en,male,unknown,unknown,unknown,PL0999,1952,,NULL,NULL,PL0999,unknown,,unknown,http://www.xujuneberlein.com/rem57.html,ONLINE Source,,,,,,,2018-01-25,OS,2018-11-13,MG
P0220,钱,大川,zh,male,unknown,unknown,unknown,PL0999,1952,,NULL,NULL,PL0999,unknown,,unknown,http://www.xujuneberlein.com/rem57.html,ONLINE Source,,,,,,,2018-01-25,OS,2018-11-13,MG
P0221,Li,Ling,en,male,yes,1968,1975,PL0130,1948,,NULL,NULL,PL0129,unknown,,yes,SS00170,235,,,,,Grew up in Beijing. From 1971-1975 he was rusticated in Wuxiang 武乡 (Shanxi).,,2018-02-01,OS,2018-02-07,WH
P0221,李,零,zh,male,yes,1968,1975,PL0130,1948,,NULL,NULL,PL0129,unknown,,yes,SS00170,235,,,,,Grew up in Beijing. From 1971-1975 he was rusticated in Wuxiang 武乡 (Shanxi).,,2018-02-01,OS,2018-02-07,WH
P0222,Kautsky,Karl,en,male,NULL,NULL,NULL,NULL,1854,1938,NULL,NULL,PL0065,NULL,,NULL,https://en.wikipedia.org/wiki/Karl_Kautsky,ONLINE Source,,,,,,,2018-02-01,OS,2018-02-01,OS
P0222,考茨基,卡尔,zh,male,NULL,NULL,NULL,NULL,1854,1938,NULL,NULL,PL0065,NULL,,NULL,https://en.wikipedia.org/wiki/Karl_Kautsky,ONLINE Source,,,,,,,2018-02-01,OS,2018-02-01,OS
P0223,Trotsky,Leon,en,male,NULL,NULL,NULL,NULL,1879,1940,NULL,NULL,PL0128,NULL,,NULL,https://en.wikipedia.org/wiki/Leon_Trotsky,ONLINE Source,,,,,,,2018-02-01,OS,2018-02-01,OS
P0223,Троцкий,Лев,ru,male,NULL,NULL,NULL,NULL,1879,1940,NULL,NULL,PL0128,NULL,,NULL,https://en.wikipedia.org/wiki/Leon_Trotsky,ONLINE Source,,,,,,,2018-02-01,OS,2018-02-01,OS
P0223,托洛茨基,列夫,zh,male,NULL,NULL,NULL,NULL,1879,1940,NULL,NULL,PL0128,NULL,,NULL,https://en.wikipedia.org/wiki/Leon_Trotsky,ONLINE Source,,,,,,,2018-02-01,OS,2018-02-01,OS
P0224,Bukharin,Nikolai,en,male,NULL,NULL,NULL,NULL,1888,1938,NULL,NULL,PL0027,NULL,,NULL,https://en.wikipedia.org/wiki/Nikolai_Bukharin,ONLINE Source,,,,,,,2018-02-01,OS,2018-02-01,OS
P0224,Бухарин,Николай,ru,male,NULL,NULL,NULL,NULL,1888,1938,NULL,NULL,PL0027,NULL,,NULL,https://en.wikipedia.org/wiki/Nikolai_Bukharin,ONLINE Source,,,,,,,2018-02-01,OS,2018-02-01,OS
P0224,布哈林,尼古拉,zh,male,NULL,NULL,NULL,NULL,1888,1938,NULL,NULL,PL0027,NULL,,NULL,https://en.wikipedia.org/wiki/Nikolai_Bukharin,ONLINE Source,,,,,,,2018-02-01,OS,2018-02-01,OS
P0225,Tito,Josip,en,male,NULL,NULL,NULL,NULL,1892,1980,NULL,NULL,PL0127,NULL,,NULL,https://en.wikipedia.org/wiki/Josip_Broz_Tito,ONLINE Source,,,,,,,2018-02-01,OS,2018-02-01,OS
P0225,Тито,Јосип,sr,male,NULL,NULL,NULL,NULL,1892,1980,NULL,NULL,PL0127,NULL,,NULL,https://en.wikipedia.org/wiki/Josip_Broz_Tito,ONLINE Source,,,,,,,2018-02-01,OS,2018-02-01,OS
P0225,铁托,约瑟普,zh,male,NULL,NULL,NULL,NULL,1892,1980,NULL,NULL,PL0127,NULL,,NULL,https://en.wikipedia.org/wiki/Josip_Broz_Tito,ONLINE Source,,,,,,,2018-02-01,OS,2018-02-01,OS
P0226,Lukacs,György,en,male,NULL,NULL,NULL,NULL,1885,1971,NULL,NULL,PL0126,NULL,,NULL,https://en.wikipedia.org/wiki/Gy%C3%B6rgy_Luk%C3%A1cs,ONLINE Source,,,,,,,2018-02-01,OS,2018-02-01,OS
P0226,卢卡奇,捷尔吉,zh,male,NULL,NULL,NULL,NULL,1885,1971,NULL,zh,PL0126,NULL,,NULL,https://en.wikipedia.org/wiki/Gy%C3%B6rgy_Luk%C3%A1cs,ONLINE Source,,,,,,,2018-02-01,OS,2018-02-01,OS
P0227,Solzhenitsyn,Aleksandr,en,male,NULL,NULL,NULL,NULL,1918,2008,NULL,NULL,PL0125,NULL,,NULL,https://en.wikipedia.org/wiki/Aleksandr_Solzhenitsyn,ONLINE Source,,,,,,,2018-02-01,OS,2018-02-01,OS
P0227,Солженицын,Александр,ru,male,NULL,NULL,NULL,NULL,1918,2008,NULL,NULL,PL0125,NULL,,NULL,https://en.wikipedia.org/wiki/Aleksandr_Solzhenitsyn,ONLINE Source,,,,,,,2018-02-01,OS,2018-02-01,OS
P0227,索尔仁尼琴,亚历山大,zh,male,NULL,NULL,NULL,NULL,1918,2008,NULL,NULL,PL0125,NULL,,NULL,https://en.wikipedia.org/wiki/Aleksandr_Solzhenitsyn,ONLINE Source,,,,,,,2018-02-01,OS,2018-02-01,OS
P0228,Khrushchev,Nikita,en,male,NULL,NULL,NULL,NULL,1894,1971,NULL,NULL,PL0124,NULL,,NULL,https://en.wikipedia.org/wiki/Nikita_Khrushchev,ONLINE Source,,,,,,,2018-02-01,OS,2018-02-01,OS
P0228,Хрущёв,Никита,ru,male,NULL,NULL,NULL,NULL,1894,1971,NULL,NULL,PL0124,NULL,,NULL,https://en.wikipedia.org/wiki/Nikita_Khrushchev,ONLINE Source,,,,,,,2018-02-01,OS,2018-02-01,OS
P0228,赫鲁晓夫,尼基塔,zh,male,NULL,NULL,NULL,NULL,1894,1971,NULL,NULL,PL0124,NULL,,NULL,https://en.wikipedia.org/wiki/Nikita_Khrushchev,ONLINE Source,,,,,,,2018-02-01,OS,2018-02-01,OS
P0229,Zhang,Xiaokang,en,female,yes,1968,1971,PL0130,1949,,NULL,NULL,PL0004,S01,,unknown,https://baike.baidu.com/item/%E5%BC%A0%E5%B0%8F%E5%BA%B7/8904922,ONLINE Source,,,,,,,2018-02-01,OS,2018-02-01,OS
P0229,张,小康,zh,female,yes,1968,1971,PL0130,1949,,NULL,NULL,PL0004,S01,,unknown,https://baike.baidu.com/item/%E5%BC%A0%E5%B0%8F%E5%BA%B7/8904922,ONLINE Source,,,,,,,2018-02-02,OS,2018-02-02,OS
P0230,Liu,Jingzi,en,female,yes,1968?,unknown,PL0130,unknown,,NULL,NULL,PL0999,unknown,,unknown,SS00170,249,,,,,,,2018-02-02,OS,2018-11-13,MG
P0230,刘,静子,zh,female,yes,1968?,unknown,PL0130,unknown,,NULL,NULL,PL0999,unknown,,unknown,SS00170,249,,,,,,,2018-02-02,OS,2018-11-13,MG
P0231,Voynich,Ethel,en,female,NULL,NULL,NULL,NULL,1864,1960,NULL,NULL,PL0123,NULL,,NULL,https://en.wikipedia.org/wiki/Ethel_Voynich,ONLINE Source,,,,,,,2018-02-02,OS,2018-02-02,OS
P0231,伏尼契,艾捷尔,zh,female,NULL,NULL,NULL,NULL,1864,1960,NULL,NULL,PL0123,NULL,,NULL,https://en.wikipedia.org/wiki/Ethel_Voynich,ONLINE Source,,,,,,,2018-02-02,OS,2018-02-02,OS
P0232,Димитров,Георги,bg,male,NULL,NULL,NULL,NULL,1882,1949,NULL,NULL,PL0122,NULL,,NULL,https://en.wikipedia.org/wiki/Georgi_Dimitrov,ONLINE Source,,,,,,,2018-02-05,OS,2018-02-05,OS
P0232,Dimitrov,Georgi,en,male,NULL,NULL,NULL,NULL,1882,1949,NULL,NULL,PL0122,NULL,,NULL,https://en.wikipedia.org/wiki/Georgi_Dimitrov,ONLINE Source,,,,,,,2018-02-05,OS,2018-02-05,OS
P0232,季米特洛夫,格奥尔基,zh,male,NULL,NULL,NULL,NULL,1882,1949,NULL,NULL,PL0122,NULL,,NULL,https://en.wikipedia.org/wiki/Georgi_Dimitrov,ONLINE Source,,,,,,,2018-02-05,OS,2018-02-05,OS
P0233,Dostoyevsky,Fyodor,en,male,NULL,NULL,NULL,NULL,1821,1881,NULL,NULL,PL0027,NULL,,NULL,https://en.wikipedia.org/wiki/Fyodor_Dostoyevsky,ONLINE Source,,,,,,,2018-02-05,OS,2018-02-05,OS
P0233,Достое́вский,Фёдор,ru,male,NULL,NULL,NULL,NULL,1821,1881,NULL,NULL,PL0027,NULL,,NULL,https://en.wikipedia.org/wiki/Fyodor_Dostoyevsky,ONLINE Source,,,,,,,2018-02-05,OS,2018-04-06,MG
P0233,陀思妥耶夫斯基,费奥多尔,zh,male,NULL,NULL,NULL,NULL,1821,1881,NULL,NULL,PL0027,NULL,,NULL,https://en.wikipedia.org/wiki/Fyodor_Dostoyevsky,ONLINE Source,,,,,,,2018-02-05,OS,2018-04-06,MG
P0234,Doyle,Arthur Conan,en,male,NULL,NULL,NULL,NULL,1859,1930,NULL,NULL,PL0121,NULL,,NULL,https://en.wikipedia.org/wiki/Arthur_Conan_Doyle,ONLINE Source,,,,,,,2018-02-05,OS,2018-02-05,OS
P0234,道尔,柯南,zh,male,NULL,NULL,NULL,NULL,1859,1930,NULL,NULL,PL0121,NULL,,NULL,https://en.wikipedia.org/wiki/Arthur_Conan_Doyle,ONLINE Source,,,,,,,2018-02-05,OS,2018-02-05,OS
P0235,Drabkina,Jelisaweta,de,female,NULL,NULL,NULL,NULL,1901,1974,NULL,NULL,PL0120,NULL,,NULL,https://encyclopedia2.thefreedictionary.com/Elizaveta+Drabkina,ONLINE Source,,,,,,,2018-02-06,OS,2018-02-06,OS
P0235,Drabkina,Elizaveta,en,female,NULL,NULL,NULL,NULL,1901,1974,NULL,NULL,PL0120,NULL,,NULL,https://encyclopedia2.thefreedictionary.com/Elizaveta+Drabkina,ONLINE Source,,,,,,,2018-02-05,OS,2018-02-05,OS
P0236,Dumas,Alexandre,en,male,NULL,NULL,NULL,NULL,1802,1870,NULL,NULL,PL0119,NULL,,NULL,https://en.wikipedia.org/wiki/Alexandre_Dumas,ONLINE Source,,,,,,,2018-02-06,OS,2018-02-06,OS
P0236,仲马,亚历山大,zh,male,NULL,NULL,NULL,NULL,1802,1870,大仲马,zh,PL0119,NULL,,NULL,https://en.wikipedia.org/wiki/Alexandre_Dumas,ONLINE Source,,,,,,,2018-02-06,OS,2018-02-06,OS
P0237,Yuan,Shuren,en,female,unknown,unknown,unknown,PL0999,1938,,NULL,NULL,PL0118,unknown,,unknown,https://baike.baidu.com/item/%E8%A2%81%E6%A0%91%E4%BB%81,ONLINE Source,,,,,,,2018-02-06,OS,2018-11-13,MG
P0237,袁,树仁,zh,female,unknown,unknown,unknown,PL0999,1938,,NULL,NULL,PL0118,unknown,,unknown,https://baike.baidu.com/item/%E8%A2%81%E6%A0%91%E4%BB%81,ONLINE Source,,,,,,,2018-02-06,OS,2018-11-13,MG
P0238,Ye,Weili,en,female,yes,1968,1973,PL0131,1950~,,NULL,NULL,PL0002,S03,,,SS00205,126,,,,,,,2018-02-06,OS,2018-02-06,OS
P0239,Ma,Xiaodong,en,female,yes,1968,1973,PL0007,1950~,,NULL,NULL,PL0002,S03,,,SS00205,126,,,,,,,2018-02-06,OS,2018-02-06,OS
P0240,Gao,Yubao,en,male,NULL,NULL,NULL,NULL,1927,,NULL,NULL,PL0156,S08,,,https://zh.wikipedia.org/wiki/%E9%AB%98%E7%8E%89%E5%AF%B6,ONLINE SOURCE,,,,,,,2018-02-11,OS,2018-02-11,OS
P0240,高,玉宝,zh,male,NULL,NULL,NULL,NULL,1927,,NULL,NULL,PL0156,S08,,,https://zh.wikipedia.org/wiki/%E9%83%AD%E6%B0%B8%E6%B1%9F,ONLINE SOURCE,,,,,,,2018-02-11,OS,2018-02-11,OS
P0241,Garaudy,Roger,en,male,NULL,NULL,NULL,NULL,1913,2012,NULL,NULL,PL0157,NULL,,NULL,https://en.wikipedia.org/wiki/Roger_Garaudy,ONLINE SOURCE,,,,,,,2018-02-11,OS,2018-02-11,OS
P0241,加罗蒂,罗杰,zh,male,NULL,NULL,NULL,NULL,1913,2012,NULL,NULL,PL0157,NULL,,NULL,https://en.wikipedia.org/wiki/Roger_Garaudy,ONLINE SOURCE,,,,,,,2018-02-11,OS,2018-02-11,OS
P0242,Gide,André,en,male,NULL,NULL,NULL,NULL,1869,1951,NULL,NULL,PL0047,NULL,,NULL,https://en.wikipedia.org/wiki/Andr%C3%A9_Gide,,,,,,,,2018-02-12,OS,2018-02-12,OS
P0242,纪德,安德烈,zh,male,NULL,NULL,NULL,NULL,1869,1951,NULL,NULL,PL0047,NULL,,NULL,https://en.wikipedia.org/wiki/Andr%C3%A9_Gide,,,,,,,,2018-02-12,OS,2018-02-12,OS
P0243,Greene,Graham,en,male,NULL,NULL,NULL,NULL,1904,1991,Henry Graham Greene,en,PL0158,NULL,,NULL,https://en.wikipedia.org/wiki/Graham_Greene,ONLINE SOURCE,,,,,,,2018-02-12,OS,2018-02-12,OS
P0243,格林,雷厄姆,zh,male,NULL,NULL,NULL,NULL,1904,1991,NULL,NULL,PL0158,NULL,,NULL,https://en.wikipedia.org/wiki/Graham_Greene,ONLINE SOURCE,,,,,,,2018-02-12,OS,2018-02-12,OS
P0244,Sun,Shiyu,en,male,no,NULL,NULL,NULL,1957~,,NULL,NULL,PL0159,S08,,no,SS00206,93,,,,,,,2018-02-13,OS,2018-02-13,OS
P0245,Han,Dongping,en,male,no,NULL,NULL,NULL,1955,,NULL,NULL,PL0159,S08,,no,https://www.warren-wilson.edu/people/dongping-han/,ONLINE SOURCE,,,,,,,2018-02-13,OS,2018-02-13,OS
P0246,Grimm,Jacob,en,male,NULL,NULL,NULL,NULL,1785,1863,NULL,NULL,PL0160,NULL,,NULL,https://en.wikipedia.org/wiki/Jacob_Grimm,ONLINE SOURCE,,,,,,,2018-02-13,OS,2018-02-13,OS
P0246,格林,雅各布,zh,male,NULL,NULL,NULL,NULL,1785,1863,NULL,NULL,PL0160,NULL,,NULL,https://en.wikipedia.org/wiki/Jacob_Grimm,ONLINE SOURCE,,,,,,,2018-02-13,OS,2018-02-13,OS
P0247,Guan,Hanqing,en,male,NULL,NULL,NULL,NULL,1241?,1320?,NULL,NULL,PL0161,NULL,,NULL,https://www.britannica.com/biography/Guan-Hanqing-Chinese-dramatist,ONLINE SOURCE,,,,,,,2018-02-13,OS,2018-02-13,OS
P0247,关,汉卿,zh,male,NULL,NULL,NULL,NULL,1241?,1320?,NULL,NULL,PL0161,NULL,,NULL,https://www.britannica.com/biography/Guan-Hanqing-Chinese-dramatist,ONLINE SOURCE,,,,,,,2018-02-13,OS,2018-02-13,OS
P0248,Ostrovsky,Nikolai,en,male,NULL,NULL,NULL,NULL,1904,1936,NULL,NULL,PL0162,NULL,,NULL,https://en.wikipedia.org/wiki/Nikolai_Ostrovsky,ONLINE SOURCE,,,,,,,2018-02-13,OS,2018-02-13,OS
P0248,奥斯特洛夫斯基,尼古拉,zh,male,NULL,NULL,NULL,NULL,1904,1936,NULL,NULL,PL0162,NULL,,NULL,https://en.wikipedia.org/wiki/Nikolai_Ostrovsky,ONLINE SOURCE,,,,,,,2018-02-13,OS,2018-02-13,OS
P0249,Zhou,Libo,en,male,NULL,NULL,NULL,NULL,1908,1975,Zhou Shaoyi,en,PL0163,NULL,,NULL,https://en.wikipedia.org/wiki/Zhou_Libo_(writer),ONLINE SOURCE,,,,,,,2018-02-13,OS,2018-02-13,OS
P0249,周,立波,zh,male,NULL,NULL,NULL,NULL,1908,1975,周绍仪,zh,PL0163,NULL,,NULL,https://en.wikipedia.org/wiki/Zhou_Libo_(writer),ONLINE SOURCE,,,,,,,2018-02-13,OS,2018-02-13,OS
P0250,Guevara,Che,en,male,NULL,NULL,NULL,NULL,1928,1967,Ernesto Guevara,en,PL0164,NULL,,NULL,https://en.wikipedia.org/wiki/Che_Guevara,ONLINE SOURCE,,,,,,,2018-02-13,OS,2018-02-13,OS
P0250,格瓦拉,切,zh,male,NULL,NULL,NULL,NULL,1928,1967,埃內斯托·格瓦拉,zh,PL0164,NULL,,NULL,https://en.wikipedia.org/wiki/Che_Guevara,ONLINE SOURCE,,,,,,,2018-02-13,OS,2018-02-13,OS
P0251,Gunawardhana,Theja,en,male,NULL,NULL,NULL,NULL,19XX,unknown,NULL,NULL,PL0999,NULL,,NULL,http://worldcat.org/identities/lccn-n50046321/,ONLINE SOURCE,,,,,,,2018-02-13,OS,2018-11-13,MG
P0251,古纳瓦达纳,特加,zh,male,NULL,NULL,NULL,NULL,19XX,unknown,NULL,NULL,PL0999,NULL,,NULL,http://worldcat.org/identities/lccn-n50046321/,ONLINE SOURCE,,,,,,,2018-02-13,OS,2018-11-13,MG
P0252,Jiang,He,en,male,NULL,NULL,NULL,NULL,1949,1968,Yu Youze,en,PL0002,,,,https://baike.baidu.com/item/%E6%B1%9F%E6%B2%B3/9571871,ONLINE SOURCE,,,,,,,2018-02-13,OS,2018-02-13,OS
P0252,江,河,zh,male,NULL,NULL,NULL,NULL,1949,1968,于友泽,zh,PL0002,,,,https://baike.baidu.com/item/%E6%B1%9F%E6%B2%B3/9571871,ONLINE SOURCE,,,,,,,2018-02-13,OS,2018-02-13,OS
P0253,Guo,Xiaochuan,en,male,NULL,NULL,NULL,NULL,1919,1976,NULL,NULL,PL0165,,,,https://zh.wikipedia.org/wiki/%E9%83%AD%E5%B0%8F%E5%B7%9D,ONLINE SOURCE,,,,,,,2018-02-13,OS,2018-02-13,OS
P0253,郭,小川,zh,male,NULL,NULL,NULL,NULL,1919,1976,NULL,NULL,PL0165,,,,https://zh.wikipedia.org/wiki/%E9%83%AD%E5%B0%8F%E5%B7%9D,ONLINE SOURCE,,,,,,,2018-02-13,OS,2018-02-13,OS
P0254,Hawthorne,Nathaniel,en,male,NULL,NULL,NULL,NULL,1804,1864,NULL,NULL,PL0166,NULL,,NULL,https://en.wikipedia.org/wiki/Nathaniel_Hawthorne,ONLINE SOURCE,,,,,,,2018-02-14,OS,2018-02-14,OS
P0254,霍桑,纳撒尼尔,zh,male,NULL,NULL,NULL,NULL,1804,1864,NULL,NULL,PL0166,NULL,,NULL,https://en.wikipedia.org/wiki/Nathaniel_Hawthorne,ONLINE SOURCE,,,,,,,2018-02-14,OS,2018-02-14,OS
P0255,Hayek,Friedrich,en,male,NULL,NULL,NULL,NULL,1899,1972,NULL,NULL,PL0167,NULL,,NULL,https://en.wikipedia.org/wiki/Friedrich_Hayek,ONLINE SOURCE,,,,,,,2018-02-14,OS,2018-02-14,OS
P0255,哈耶克,弗里德里希,zh,male,NULL,NULL,NULL,NULL,1899,1972,NULL,NULL,PL0167,NULL,,NULL,https://en.wikipedia.org/wiki/Friedrich_Hayek,ONLINE SOURCE,,,,,,,2018-02-14,OS,2018-02-14,OS
P0256,He,Jingzhi,en,male,NULL,NULL,NULL,NULL,1924,,Aimo,en,PL0168,NULL,,NULL,https://en.wikipedia.org/wiki/He_Jingzhi,ONLINE SOURCE,,,,,,,2018-02-14,OS,2018-02-14,OS
P0256,贺,敬之,zh,male,NULL,NULL,NULL,NULL,1924,,艾漠,zh,PL0168,NULL,,NULL,https://en.wikipedia.org/wiki/He_Jingzhi,ONLINE SOURCE,,,,,,,2018-02-14,OS,2018-02-14,OS
